0	1	2
drbchhba	taciedbb	0
drjjaaa	taciedbb	0
drbcjfaa	taciedbb	0
drcgddca	taciedbb	0
drhajed	taciedbb	0
drigfcf	taciedbb	0
drifdde	taciedbb	0
drcgddee	taciedbb	0
drhfecf	taciedbb	0
drbaejaf	taciedbb	0
drceiide	taciedbb	0
drcegcbb	taciedbb	0
drcegedb	taciedbb	0
drjhfhh	taciedbb	0
drcgbdbh	taciedbb	0
drcgbbfh	taciedbb	0
drbagiij	taciedbb	0
drhdigi	taciedbb	0
drjjfif	taciedbb	0
drcfejic	taciedbb	0
drcfhbdd	taciedbb	0
drjijdh	taciedbb	0
drjhdeb	taciedbb	0
drcgcddh	taciedbb	0
drcgbajd	taciedbb	0
dribbcc	taciedbb	0
drhbida	taciedbb	0
dribbcd	taciedbb	0
dribbce	taciedbb	0
drcgcegf	tachfhce	0
drbcfehi	taciedbb	0
driabbi	taciedbb	0
drhgahb	taciedbb	0
drbcefbc	taciedbb	0
drcgdghh	taciedbb	0
drcffddf	taciedbb	0
drheide	taciedbb	0
drcfegaj	taciedbb	0
drhcheg	taciedbb	0
drcfcgja	taciedbb	0
drbdahid	taciedbb	0
drbadjaj	taciedbb	0
drcgbjej	taciedbb	0
drcfedia	taciedbb	0
drbdacaj	taciedbb	0
drbaeadc	taciedbb	0
drjfdcj	taciedbb	0
drcgagff	taciedbb	0
drhbiif	taciedbb	0
drbcefbb	taciedbb	0
drhddad	taciedbb	0
drhchbg	taciedbb	0
drjjeji	taciedbb	0
drcgdbjh	taciedbb	0
drbdbgee	taciedbb	0
drbdajjj	taciedbb	0
driifai	taciedbb	0
drcgcbee	taciedbb	0
drcfdjfe	taciedbb	0
drcgbdhc	taciedbb	0
drcdfdci	taciedbb	0
drcgcdde	taciedbb	0
drcffhec	taciedbb	0
drcgaiej	taciedbb	0
drbdcjhg	taciedbb	0
drcgcbff	taciedbb	0
drjcdia	taciedbb	0
drbcjajh	taciedbb	0
drcgccga	taciedbb	0
drjcdeh	taciedbb	0
drhdjdi	taciedbb	0
drbadjbb	taciedbb	0
drbcheja	taciedbb	0
drcgbaif	taciedbb	0
drceehci	taciedbb	0
drbacjdh	taciedbb	0
drbcdjig	taciedbb	0
drcfigbf	tachjbjb	0
drcfigbf	tacijhhi	0
drcfebde	taciedbb	0
drbceghb	taciedbb	0
drbcfhag	taciedbb	0
drbadjai	taciedbb	0
dregbdj	taciedbb	0
drcfefhj	taciedbb	0
drcfedjb	taciedbb	0
drcfjibc	taciedbb	0
drbcfcce	taciedbb	0
drjjhjg	taciedbb	0
dribhbf	taciedbb	0
drbcdjdg	taciedbb	0
drcefgjj	taciedbb	0
drbcdicc	taciedbb	0
drcfjcbd	taciedbb	0
drcfcjdg	taciedbb	0
drbdbied	taciedbb	0
drbahbdj	taciedbb	0
drcfejcg	taciedbb	0
drbcjjhf	taciedbb	0
dredejj	taciedbb	0
drcgcdhc	taciedbb	0
drbacahg	taciedbb	0
drbagbih	taciedbb	0
drbabiae	taciedbb	0
drcdacec	taciedbb	0
drbbbghg	taciedbb	0
drbbbhhh	taciedbb	0
drbcjiej	taciedbb	0
dricchd	taciedbb	0
drcefcad	taciedbb	0
drbbbhci	taciedbb	0
drbbbhfc	taciedbb	0
drbcjige	taciedbb	0
drbdaeib	taciedbb	0
drgghbg	taciedbb	0
drjeeii	taciedbb	0
drbaagci	taciedbb	0
drbchfaa	taciedbb	0
drcgcbjc	taciedbb	0
drcgcehj	taciedbb	0
drccjdjg	taciedbb	0
drijcde	taciedbb	0
drbcheed	taciedeh	0
drcfifgi	taciedeh	0
drcfjijb	taciedeh	0
drbcgieh	taciedeh	0
drcfifjj	taciedeh	0
drcfjdjj	taciedeh	0
drcfdjje	taciedeh	0
drcfeaae	taciedeh	0
drbcihbh	taciedeh	0
drbcifgi	taciedeh	0
drbcfhhe	taciedeh	0
drbcfhch	taciedeh	0
drceihib	taciedeh	0
drcgbgeg	taciedeh	0
drcgaijh	taciedeh	0
dribbfg	tachjbjb	0
dribbfg	tacijhhi	0
drbcefed	tachjbjb	0
drbcefed	tacijhhi	0
driccbd	tachjbjb	0
driccbd	tacijhhi	0
drbdahec	tachjbjb	0
drbdahec	tacijhhi	0
drhfcgg	taciedeh	0
drcgddhi	taciedeh	0
drcfcghj	taciedeh	0
drjcjgf	taciedeh	0
driiehb	taciedeh	0
drcfhajd	taciaeec	0
drcfhajd	taciaeec	0
drbchheg	taciaeec	0
drbchheg	taciaeec	0
drbcdcei	taciaeec	0
drbcdcei	taciaeec	0
drbcdidi	taciaeec	0
drbcdidi	taciaeec	0
drcgdaef	taciaeec	0
drcgdaef	taciaeec	0
drhfecf	taciaeec	0
drhfecf	taciaeec	0
drcgciie	taciaeec	0
drcgciie	taciaeec	0
drjjghi	taciaeec	0
drjjghi	taciaeec	0
drcffggj	taciaeec	0
drcgbaga	taciedeh	0
drcdgajc	taciaeec	0
drcfcbhj	taciaeec	0
drcfcbhj	taciaeec	0
drhgbic	taciaeec	0
drjcehb	taciedeh	0
drbceadj	taciaeec	0
drfajef	taciaeec	0
drfajef	taciaeec	0
drcfffje	taciedeh	0
drbcdjig	taciaeec	0
drcfdihc	taciaeec	0
drcfdihc	taciaeec	0
drbdbfjb	taciaeec	0
drffhec	taciedeh	0
drcehiid	taciedeh	0
drcgbcdg	taciedig	0
drjeejb	taciedig	0
drcfigfd	taciecaf	0
drcfjdca	taciecaf	0
drcfgcjg	tacjeedc	0
drcfgbid	tacjeedc	0
drcfgdig	tacjeedc	0
drcfgebj	tacjeedc	0
drcfgdff	tacjeedc	0
drcfgcii	tacjeedc	0
drcfihed	tacjeedc	0
drcfhbch	tacjeedc	0
drcfgcfh	tacjeedc	0
drcfgige	tacjeedc	0
drcfebgb	tacjeedc	0
drcfhbfd	tacjeedc	0
drcfihfa	tacjeedc	0
drcfidij	tacjeedc	0
drcfgfaf	tacjeedc	0
drcfgihd	tacjeedc	0
drcfcfgi	tacjeedc	0
drcfjcha	tacjeedc	0
drcfgjij	tacjeedc	0
drbceahi	tacjeedc	0
drcfihdc	tacjeedc	0
drcfjcbj	tacjeedc	0
drcfiheb	tacjeedc	0
drcfhaba	tacjeedc	0
drceeaie	tacjeedc	0
drcfihba	tacjeedc	0
drcfjbcc	tacjeedc	0
cobaadb	tacjeedc	0
drcfjbja	tacjeedc	0
drcfjdbf	tacjeedc	0
drcfiggb	tacjeedc	0
drcfjcde	tacjeedc	0
drcfcfie	tacjeedc	0
drcfigfi	tacjeedc	0
drcfjcic	tacjeedc	0
drcfjdbb	tacjeedc	0
drcfjddf	tacjeedc	0
drcfjeej	tacjeedc	0
drcfjdgf	tacjeedc	0
drcfjdcg	tacjeedc	0
drcfjdfc	tacjeedc	0
drcfihfi	tacjeedc	0
drcfjdji	tacjeedc	0
drcfjehi	tacjeedc	0
drcfjdif	tacjeedc	0
drcfjeah	tacjeedc	0
drcfjebf	tacjeedc	0
drcgaidh	tacjeedc	0
drbcfibi	tacjeedc	0
drbabejj	tacjeedc	0
drcfdjjd	tacjeedc	0
drbcfiah	tacjeedc	0
drbcfhjg	tacjeedc	0
drbcdibh	tacjeedc	0
drbaghfe	tacjeedc	0
drbaahbg	tacjeedc	0
drbciffa	tacjeedc	0
drbcifii	tacjeedc	0
drbciihg	tacjeedc	0
drbcigai	tacjeedc	0
drbchddc	taciecaf	0
drbcigad	tacjeedc	0
drbcijda	tacjeedc	0
drbagafa	tacjeedc	0
drbcigff	tacjeedc	0
drheaib	tacjeedc	0
drhdihj	tacjeedc	0
drbadiad	tacjeedc	0
drbcffbb	tacjeedc	0
drbcighj	tacjeedc	0
drbcifid	tacjeedc	0
drbciigb	tacjeedc	0
drbcigec	tacjeedc	0
drbcijbh	tacjeedc	0
drbcijdg	tacjeedc	0
drbciggi	tacjeedc	0
drbcigih	tacjeedc	0
drhebff	tacjeedc	0
drbadfhj	tacjeedc	0
drhdjda	tacjeedc	0
drbcifdj	tacjeedc	0
drbciijd	tacjeedc	0
drbcijbc	tacjeedc	0
drbcfhbd	tacjeedc	0
drbacahf	tacjeedc	0
drbcfghb	tacjeedc	0
drehcag	tacjeedc	0
drbcigeh	tacjeedc	0
drbciigc	tacjeedc	0
drbcijff	tacjeedc	0
drbcihab	tacjeedc	0
drbcighc	tacjeedc	0
drbcecbe	tacjeedc	0
drgeeai	tacjeedc	0
drhdjba	tacjeedc	0
drheaef	tacjeedc	0
drcfihhe	tacjeedc	0
drbcihdb	tacjeedc	0
drhegca	tacjeedc	0
drbcihjg	tacjeedc	0
drhegfe	tacjeedc	0
drbabjih	tacjeedc	0
drbcihdj	tacjeedc	0
drbchiff	tacjeedc	0
drbchijc	tacjeedc	0
drbchjca	tacjeedc	0
drbchjfe	tacjeedc	0
drbcfgfi	tacjeedc	0
drbcfgie	tacjeedc	0
drcgeccc	tacjeedc	0
drbadhbg	tacjeedc	0
drbcihdg	tacjeedc	0
drheaed	tacjeedc	0
drbchicj	tacjeedc	0
drbchiea	tacjeedc	0
drbchieb	tacjeedc	0
drbchjdd	tacjeedc	0
drbchjfj	tacjeedc	0
drbchjjb	tacjeedc	0
drbchjjd	tacjeedc	0
drbcihig	tacjeedc	0
drbciiai	tacjeedc	0
drbcfhbi	tacjeedc	0
drbchiij	tacjeedc	0
drbchjcg	tacjeedc	0
drbchjfb	tacjeedc	0
drbchjhh	tacjeedc	0
drbciabd	tacjeedc	0
drbciabj	tacjeedc	0
drbciafa	tacjeedc	0
drbciaig	tacjeedc	0
drbciicc	tacjeedc	0
drhfbdb	tacjeedc	0
drcgcbdh	tacjeedc	0
drcfebbh	tacjeedc	0
drbchicg	tacjeedc	0
drbchigg	tacjeedc	0
drbchiib	tacjeedc	0
drbchije	tacjeedc	0
drbchjdi	tacjeedc	0
drbchjec	tacjeedc	0
drbchjfh	tacjeedc	0
drbchjie	tacjeedc	0
drbchjig	tacjeedc	0
drbchjjf	tacjeedc	0
drbchjjg	tacjeedc	0
drbciabi	tacjeedc	0
drbciade	tacjeedc	0
drbciadj	tacjeedc	0
drbciagf	tacjeedc	0
drbciagh	tacjeedc	0
drbciajh	tacjeedc	0
drcfijga	tacjeedc	0
drhhbjd	tacjeedc	0
drhdcgh	tacjeedc	0
drbchigj	tacjeedc	0
drbchihj	tacjeedc	0
drbchiia	tacjeedc	0
drbchiid	tacjeedc	0
drbchjce	tacjeedc	0
drbchjia	tacjeedc	0
drbciaaf	tacjeedc	0
drbciace	tacjeedc	0
drbciiea	tacjeedc	0
drbcfghh	tacjeedc	0
drbchihc	tacjeedc	0
drbchiie	tacjeedc	0
drbchijf	tacjeedc	0
drbchijg	tacjeedc	0
drbchjbe	tacjeedc	0
drbchjje	tacjeedc	0
drbchjji	tacjeedc	0
drbchjjj	tacjeedc	0
drbchija	tacjeedc	0
drbchjcb	tacjeedc	0
drbchjcd	tacjeedc	0
drbchjgb	tacjeedc	0
drbciiag	tacjeedc	0
drbcffcf	tacjeedc	0
drjjhjc	tacjeedc	0
drhdjhb	tacjeedc	0
drbcfghd	tacjeedc	0
drbcfcfd	tacjeedc	0
drbchjic	tacjeedc	0
drbciaab	tacjeedc	0
drbciabh	tacjeedc	0
drbciaed	tacjeedc	0
drbciafj	tacjeedc	0
drbcibgd	tacjeedc	0
drbcibie	tacjeedc	0
drbcicag	tacjeedc	0
drbciccd	tacjeedc	0
drbcicdg	tacjeedc	0
drbchiej	tacjeedc	0
drbchjfg	tacjeedc	0
drbchjij	tacjeedc	0
drbciach	tacjeedc	0
drbciafd	tacjeedc	0
drbciagd	tacjeedc	0
gojga	tacjeedc	0
drbcfhch	tacjeedc	0
drbchjib	tacjeedc	0
drbciafb	tacjeedc	0
drbciahj	tacjeedc	0
drbcibad	tacjeedc	0
drbcibfj	tacjeedc	0
drbcibhg	tacjeedc	0
drbcibib	tacjeedc	0
drbcicaf	tacjeedc	0
drbcicch	tacjeedc	0
drbcicfi	tacjeedc	0
drcfijfa	tacjeedc	0
drbciaci	tacjeedc	0
drbciaii	tacjeedc	0
drbcibdh	tacjeedc	0
drbcibfd	tacjeedc	0
drbcicaj	tacjeedc	0
drbcicca	tacjeedc	0
drbcicdb	tacjeedc	0
cobaccg	tacjeedc	0
drcehiac	tacjeedc	0
drcehded	tacjeedc	0
drhcafh	tacjeedc	0
drcgccgi	tacjeedc	0
drjjcgd	tacjeedc	0
gobgja	tacjeedc	0
drcfdgai	tacjeedc	0
drjfabb	tacjeedc	0
drjfabi	tacjeedc	0
drbciaji	tacjeedc	0
drbcibbe	tacjeedc	0
drbcibcb	tacjeedc	0
drbcibci	tacjeedc	0
drbcfdce	tacjeedc	0
drbdbhbj	tacjeedc	0
goifce	tacjeedc	0
drcfdhjg	tacjeedc	0
drcfdibd	tacjeedc	0
drbcjfbg	tacjeedc	0
drbcjfbg	tacjeedc	0
drbcibfe	tacjeedc	0
drbcibhf	tacjeedc	0
drbcibhi	tacjeedc	0
drbcibjd	tacjeedc	0
drbcicfb	tacjeedc	0
drbcidbg	tacjeedc	0
drbcidci	tacjeedc	0
drbcidcj	tacjeedc	0
drbcidde	tacjeedc	0
drcghjfc	tacjeedc	0
drbciaeh	tacjeedc	0
drbcibdg	tacjeedc	0
drbcibef	tacjeedc	0
drbcibgc	tacjeedc	0
drbcibjj	tacjeedc	0
drbcicad	tacjeedc	0
drbcicai	tacjeedc	0
drbcicbf	tacjeedc	0
drbciccj	tacjeedc	0
drbcicdd	tacjeedc	0
drbcicdh	tacjeedc	0
drbcicfd	tacjeedc	0
drbdadba	tacjeedc	0
gojcci	tacjeedc	0
drceeaie	tacjeedc	0
drceeijh	tacjeedc	0
drbcibjf	tacjeedc	0
drbcicbi	tacjeedc	0
drbcicga	tacjeedc	0
drbcicha	tacjeedc	0
drbcichg	tacjeedc	0
drbcicib	tacjeedc	0
drbcicij	tacjeedc	0
drbciddi	tacjeedc	0
drbcideb	tacjeedc	0
drbcidje	tacjeedc	0
drbcidjg	tacjeedc	0
drcehjhb	tacjeedc	0
drbciebb	tacjeedc	0
drbcieed	tacjeedc	0
drbciehj	tacjeedc	0
drbciaee	tacjeedc	0
drbciaef	tacjeedc	0
drbciagc	tacjeedc	0
drbciaia	tacjeedc	0
drbcibae	tacjeedc	0
drbcibcj	tacjeedc	0
drbcibjg	tacjeedc	0
drbcicbd	tacjeedc	0
drbcicdf	tacjeedc	0
drbcicgi	tacjeedc	0
drbcichd	tacjeedc	0
drbcicjh	tacjeedc	0
drbcidac	tacjeedc	0
drbcidbd	tacjeedc	0
drbcidcb	tacjeedc	0
drbcidfi	tacjeedc	0
drbcidgh	tacjeedc	0
drbcidih	tacjeedc	0
drbcidjh	tacjeedc	0
drbcieag	tacjeedc	0
drbcieic	tacjeedc	0
drbcifae	tacjeedc	0
drbcibeb	tacjeedc	0
drbcibfb	tacjeedc	0
drbcicab	tacjeedc	0
drbcicbb	tacjeedc	0
drbciceb	tacjeedc	0
drbcicii	tacjeedc	0
drbcidcg	tacjeedc	0
drbcidgb	tacjeedc	0
drbcidij	tacjeedc	0
drbcidjj	tacjeedc	0
drbcieai	tacjeedc	0
drbciegi	tacjeedc	0
drbciegj	tacjeedc	0
drbcieia	tacjeedc	0
drjfadd	tacjeedc	0
drbcicgf	tacjeedc	0
drbcidbc	tacjeedc	0
drbcidbf	tacjeedc	0
drcfjbbi	tacjeedc	0
drbciebj	tacjeedc	0
drbciefd	tacjeedc	0
drbcieih	tacjeedc	0
drbciejg	tacjeedc	0
drjdehb	tacjeedc	0
drbcidce	tacjeedc	0
drbcidjc	tacjeedc	0
drbcidji	tacjeedc	0
drbcieah	tacjeedc	0
drcgbafj	tacjeedc	0
drbcieci	tacjeedc	0
drbciedj	tacjeedc	0
drbcieec	tacjeedc	0
drbcieef	tacjeedc	0
drbciejd	tacjeedc	0
drjface	tacjeedc	0
drjfach	tacjeedc	0
drcdadbe	tacjeedc	0
drbcieaa	tacjeedc	0
drbcieba	tacjeedc	0
drbciece	tacjeedc	0
drbciedi	tacjeedc	0
drbciega	tacjeedc	0
drbciehb	tacjeedc	0
drbciejb	tacjeedc	0
drbcifaa	tacjeedc	0
drcfcgag	tacjeedc	0
drjfabc	tacjeedc	0
drjfade	tacjeedc	0
drbcidea	tacjeedc	0
drbcidid	tacjeedc	0
drbciegc	tacjeedc	0
drbcieji	tacjeedc	0
drbcidhf	tacjeedc	0
drbcieda	tacjeedc	0
drbciefi	tacjeedc	0
drbciejh	tacjeedc	0
drjfadj	tacjeedc	0
drcfdijc	taciecaf	0
drcgbabj	taciecaf	0
driiejd	taciecaf	0
drcfebde	taciecaf	0
drihfca	taciecaf	0
drjceah	taciecaf	0
drbcfcdg	taciecaf	0
drcfgdih	tachgfeh	0
drjdaji	taciecaf	0
drjgecb	taciecaf	0
drcfhcde	tachgfeh	0
drcgajid	taciecaf	0
drcfjbfd	tachgfeh	0
drcfccdd	tachgfeh	0
drcfieab	tachgfeh	0
drbdddib	tachgfeh	0
drbbbdie	tachgfeh	0
drbcdjfi	tachgfeh	0
drbcdijg	tachgfeh	0
drbcehad	taciecaf	0
drbaabfd	tachgfeh	0
drcfgjfa	tacieeei	0
drcfgjfa	tacijjaa	0
drcgccei	tachgfeh	0
dribbbc	tachgfeh	0
drcfgfgd	tacieeei	0
drcfgfgd	tacijjaa	0
drcfhaai	tacieeei	0
drcfhaai	tacijjaa	0
drjcjgf	tachgfeh	0
drcfcccj	tachgfeh	0
drcfhcfd	tacieeei	0
drcfhcfd	tacijjaa	0
drbaefdc	tachgfeh	0
drcfhajj	tacieeei	0
drcfhajj	tacijjaa	0
drbchdig	tachgfeh	0
drbadjid	tachgfeh	0
drceeche	tacieeei	0
drceeche	tacijjaa	0
drcffeaa	tacieeei	0
drcffeaa	tacijjaa	0
drcdadbj	tachgfeh	0
drbcjedc	tacieeei	0
drbcjedc	tacijjaa	0
drcfjggd	tacieeei	0
drcfjggd	tacijjaa	0
drcfidfd	tacieeei	0
drcfidfd	tacijjaa	0
drbcfade	tacibaaa	0
drbdgdfa	tachgfeh	0
drbafcja	tachgfeh	0
drcfjbbj	tacieeei	0
drcfjbbj	tacijjaa	0
drcfjbce	tacieeei	0
drcfjbce	tacijjaa	0
drbafdfg	tachgfeh	0
drcfjbif	tacieeei	0
drcfjbif	tacijjaa	0
drcffaff	tachgfeh	0
drcfigbe	tacieeei	0
drcfigbe	tacijjaa	0
drcfjebi	tacieeei	0
drcfjebi	tacijjaa	0
drcfjeaj	tacieeei	0
drcfjeaj	tacijjaa	0
drcfigih	tacieeei	0
drcfigih	tacijjaa	0
drcfjeei	tacieeei	0
drcfjeei	tacijjaa	0
drcgfhfd	tacieeei	0
drcgfhfd	tacijjaa	0
drbaddgf	tachgfeh	0
drcfjegf	tacieeei	0
drcfjegf	tacijjaa	0
drhjcdi	tachgfeh	0
drbcffjb	tachgfeh	0
drcfefgb	tachgfeh	0
drbcfieg	tacieeei	0
drbcfieg	tacijjaa	0
drhchei	tacibaaa	0
drbagcdf	tacieeei	0
drbagcdf	tacijjaa	0
drbcibaa	tacieeei	0
drbcibaa	tacijjaa	0
drbcibbi	tacieeei	0
drbcibbi	tacijjaa	0
drbcibde	tacieeei	0
drbcibde	tacijjaa	0
drbcicjc	tacieeei	0
drbcicjc	tacijjaa	0
drcgciac	tacibaaa	0
drbciccf	tacieeei	0
drbciccf	tacijjaa	0
drbcicjf	tacieeei	0
drbcicjf	tacijjaa	0
drbciedb	tacieeei	0
drbciedb	tacijjaa	0
gobfcb	tacieeei	0
gobfcb	tacijjaa	0
drhchgc	tacibaaa	0
drbchjee	tacieeei	0
drbchjee	tacijjaa	0
drbciheh	tacieeei	0
drbciheh	tacijjaa	0
drbcidbd	tacieeei	0
drbcidbd	tacijjaa	0
drfcibh	tachgfeh	0
drbcdihb	tacieeei	0
drbcdihb	tacijjaa	0
drbciccd	tacieeei	0
drbciccd	tacijjaa	0
drcgbjfj	tacieeei	0
drcgbjfj	tacijjaa	0
drcfebig	tacieeei	0
drcfebig	tacijjaa	0
drbchjha	tacieeei	0
drbchjha	tacijjaa	0
drbciejh	tacieeei	0
drbciejh	tacijjaa	0
drbcigdi	tacieeei	0
drbcigdi	tacijjaa	0
drbciejd	tacieeei	0
drbciejd	tacijjaa	0
drcgbehi	tacieeei	0
drcgbehi	tacijjaa	0
drbchijg	tacieeei	0
drbchijg	tacijjaa	0
drbcigeg	tacieeei	0
drbcigeg	tacijjaa	0
drbcifgj	tacieeei	0
drbcifgj	tacijjaa	0
dreifdj	tachgfeh	0
drcfcjdg	tachgfeh	0
dreidab	tacieeei	0
dreidab	tacijjaa	0
drbchjii	tacieeei	0
drbchjii	tacijjaa	0
drcgbgcj	tacieeei	0
drcgbgcj	tacijjaa	0
drbcijbd	tacieeei	0
drbcijbd	tacijjaa	0
drcfjjch	tacieeei	0
drcfjjch	tacijjaa	0
drbcijib	tacieeei	0
drbcijib	tacijjaa	0
drcgcgif	tacieeei	0
drcgcgif	tacijjaa	0
drbacjce	tacieeei	0
drbacjce	tacijjaa	0
driedah	tachgfeh	0
drcgagbi	tacieeei	0
drcgagbi	tacijjaa	0
drjceha	tachgfeh	0
drbacfgj	tacieeei	0
drbacfgj	tacijjaa	0
drcfdjhc	tacieeei	0
drcfdjhc	tacijjaa	0
driajbg	tachgfeh	0
drjcehi	tachgfeh	0
drcgdgia	tacieeei	0
drcgdgia	tacijjaa	0
drcgdhbg	tacieeei	0
drcgdhbg	tacijjaa	0
drcgdhie	tacieeei	0
drcgdhie	tacijjaa	0
drbabibf	tachgfeh	0
drbddehe	tachgfeh	0
drcgcbdj	tacieeei	0
drcgcbdj	tacijjaa	0
drbcffbb	tacieeei	0
drbcffbb	tacijjaa	0
drbdaacf	tachgfeh	0
drbcffih	tacieeei	0
drbcffih	tacijjaa	0
drbadghd	tacieeei	0
drbadghd	tacijjaa	0
drcfefhe	tachgfeh	0
drigccc	tachgfeh	0
driieih	tacibaaa	0
drcfdgeb	tacieeei	0
drcfdgeb	tacijjaa	0
drcgbfij	tacieeei	0
drcgbfij	tacijjaa	0
drhfbhc	tacieeei	0
drhfbhc	tacijjaa	0
drbcfafb	tacieeei	0
drbcfafb	tacijjaa	0
drhfdie	tacieeei	0
drhfdie	tacijjaa	0
drhfbdi	tacieeei	0
drhfbdi	tacijjaa	0
drceiicb	tacieeei	0
drceiicb	tacijjaa	0
drbaecba	tacieeei	0
drbaecba	tacijjaa	0
drcffdcd	tacieeei	0
drcffdcd	tacijjaa	0
drbcfaab	tacieeei	0
drbcfaab	tacijjaa	0
drcgajai	tacieeei	0
drcgajai	tacijjaa	0
drcccdae	tacieeei	0
drcccdae	tacijjaa	0
drfabhg	tacieeei	0
drfabhg	tacijjaa	0
drcfjafh	tacieeei	0
drcfjafh	tacijjaa	0
drbdadea	tacieeei	0
drbdadea	tacijjaa	0
drhegde	tacieeei	0
drhegde	tacijjaa	0
drcfjace	tacieeei	0
drcfjace	tacijjaa	0
drcdadib	tacieeei	0
drcdadib	tacijjaa	0
drhdebi	tacieeei	0
drhdebi	tacijjaa	0
dreeecj	tacieeei	0
dreeecj	tacijjaa	0
drbdbeag	tacieeei	0
drbdbeag	tacijjaa	0
drcfiiad	tacieeei	0
drcfiiad	tacijjaa	0
drbcjcij	tacieeei	0
drbcjcij	tacijjaa	0
drcfjaae	tacieeei	0
drcfjaae	tacijjaa	0
drhfgii	tacieeei	0
drhfgii	tacijjaa	0
drcfdjba	tacieeei	0
drcfdjba	tacijjaa	0
drbgdaba	tacieeei	0
drbgdaba	tacijjaa	0
drbchdbi	tacieeei	0
drbchdbi	tacijjaa	0
drcfcghh	tacieeei	0
drcfcghh	tacijjaa	0
drheead	tacieeei	0
drheead	tacijjaa	0
cojjih	tacieeei	0
cojjih	tacijjaa	0
drcfijih	tacieeei	0
drcfijih	tacijjaa	0
drbdbcch	tacieeei	0
drbdbcch	tacijjaa	0
drbdaada	tacieeei	0
drbdaada	tacijjaa	0
drcgdfjh	tacieeei	0
drcgdfjh	tacijjaa	0
drheeih	tacieeei	0
drheeih	tacijjaa	0
drbcgehe	tacieeei	0
drbcgehe	tacijjaa	0
drcehjbh	tacieeei	0
drcehjbh	tacijjaa	0
drcfjaic	tacieeei	0
drcfjaic	tacijjaa	0
drhdhdh	tacieeei	0
drhdhdh	tacijjaa	0
drcfjaed	tacieeei	0
drcfjaed	tacijjaa	0
drcdgcc	tacieeei	0
drcdgcc	tacijjaa	0
drceijag	tacieeei	0
drceijag	tacijjaa	0
drcfjagj	tacieeei	0
drcfjagj	tacijjaa	0
drigbfd	tacieeei	0
drigbfd	tacijjaa	0
dregjij	tacieeei	0
dregjij	tacijjaa	0
drhagdg	tacieeei	0
drhagdg	tacijjaa	0
dricbef	tacieeei	0
dricbef	tacijjaa	0
drcgddah	tacieeei	0
drcgddah	tacijjaa	0
drcegdec	tacieeei	0
drcegdec	tacijjaa	0
drcgciie	tacieeei	0
drcgciie	tacijjaa	0
drbagbhe	tacieeei	0
drbagbhe	tacijjaa	0
driccbf	tacibaaa	0
drbdadej	tacieeei	0
drbdadej	tacijjaa	0
drbagbha	tacieeei	0
drbagbha	tacijjaa	0
drcfecdi	tacieeei	0
drcfecdi	tacijjaa	0
drbdadje	tacieeei	0
drbdadje	tacijjaa	0
drbcjcce	tacieeei	0
drbcjcce	tacijjaa	0
drcehccg	tacieeei	0
drcehccg	tacijjaa	0
drcfciej	tacieeei	0
drcfciej	tacijjaa	0
drcgdghf	tacieeei	0
drcgdghf	tacijjaa	0
dribbcc	tacieeei	0
dribbcc	tacijjaa	0
drcgdecd	tacieeei	0
drcgdecd	tacijjaa	0
drhjgah	tacieeei	0
drhjgah	tacijjaa	0
drcfdieg	tacieeei	0
drcfdieg	tacijjaa	0
drbcefed	tacieeei	0
drbcefed	tacijjaa	0
drcfcgfj	tacieeei	0
drcfcgfj	tacijjaa	0
drbchcje	tacieeei	0
drbchcje	tacijjaa	0
drhegia	tacieeei	0
drhegia	tacijjaa	0
drhfhab	tacieeei	0
drhfhab	tacijjaa	0
drhfjfa	tacieeei	0
drhfjfa	tacijjaa	0
drjjdgj	tacieeei	0
drjjdgj	tacijjaa	0
drjcgii	tacieeei	0
drjcgii	tacijjaa	0
drcfccej	tacieeei	0
drcfccej	tacijjaa	0
drjgebj	tacieeei	0
drjgebj	tacijjaa	0
drjieag	tacieeei	0
drjieag	tacijjaa	0
drjiihg	tacieeei	0
drjiihg	tacijjaa	0
drcgdaea	tacieeei	0
drcgdaea	tacijjaa	0
drjiigg	tacieeei	0
drjiigg	tacijjaa	0
drbbajbb	tacieeei	0
drbbajbb	tacijjaa	0
drbabiej	tacieeei	0
drbabiej	tacijjaa	0
drcffcfj	tacieeei	0
drcffcfj	tacijjaa	0
drcffchh	tacieeei	0
drcffchh	tacijjaa	0
drjiejf	tacibaaa	0
drcgagdc	tacieeei	0
drcgagdc	tacijjaa	0
drbcdihi	tacieeei	0
drbcdihi	tacijjaa	0
drbcdjdg	tacieeei	0
drbcdjdg	tacijjaa	0
drbdajci	tacieeei	0
drbdajci	tacijjaa	0
drcfebab	tacieeei	0
drcfebab	tacijjaa	0
drigbfc	taciighb	0
drigbfc	taciighc	0
drcfccig	taciighb	0
drcfccig	taciighc	0
drbcfbfj	taciighb	0
drbcfbfj	taciighc	0
drhbjfa	taciighb	0
drhbjfa	taciighc	0
drbdahag	taciighb	0
drbdahag	taciighc	0
drcfdjib	tacieeei	0
drcfdjib	tacijjaa	0
drcejbee	taciighb	0
drcejbee	taciighc	0
drbcebdd	taciighb	0
drbcebdd	taciighc	0
drbaegia	taciighb	0
drbaegia	taciighc	0
drbcdiib	tacieeei	0
drbcdiib	tacijjaa	0
drjcdhi	tacieeei	0
drjcdhi	tacijjaa	0
drcbdac	tacieeei	0
